Date,Unit,Added Food,Pre-Feed Mass,Mass Dry FG Left,Post-Feed Mass,Post Feed Food Mass,Post Feed Wet MC,Moisture Content
2024-05-22,O2-PVT-DGO-1,0.25,27.080,0.266,27.330,0.516,0.41,7.2
